Drug Name,SMILES,logS,Number of Nodes,Number of Edges,Number of Edge Attributes,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,drugbank_id,Drug Type,chembl
ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-5.3899339280831216,19,19,3,1,266.34099999999995,3,1,8,84.58,DB00335,Drug,
NITROFURAZONE,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,-6.657720029153211,14,14,3,1,198.13799999999998,2,1,3,123.76,DB00336,Drug,
PIMECROLIMUS,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,-1.778508078112,56,59,2,1,810.4660000000001,2,4,6,158.13,DB00337,Drug,
OMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-3.2031913154574214,24,26,3,1,345.42400000000004,1,3,5,77.10000000000001,DB00338,Drug,
CETIRIZINE,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-4.902841712617679,27,29,3,1,388.8950000000001,1,3,8,53.010000000000005,DB00341,Drug,
TERFENADINE,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,-3.8229955890466085,35,38,2,1,471.6850000000001,2,4,8,43.7,DB00342,Drug,
POLYCYCLIC AROMATIC HYDROCARBONS,C1=CC(=CC=C1C(=O)NCC(=O)O)N,1.740958318050847,14,14,3,1,194.18999999999997,3,1,3,92.42,DB00345,Drug,
PIROXICAM,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,-1.2674630361561734,15,16,3,1,209.25300000000001,3,2,1,91.16000000000001,DB00350,Drug,
PIPERAZINE,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,-4.5622171289058056,31,34,2,1,433.039,0,4,5,6.48,DB00354,Drug,
MEFLOQUINE,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,0.8763156138116353,26,28,2,1,378.316,2,3,2,45.150000000000006,DB00358,Drug,
SULFADIAZINE,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1.8550491407066723,17,18,3,1,250.283,2,2,3,97.97,DB00359,Drug,
VINORELBINE,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,-0.28043345625569405,57,65,3,1,778.9470000000002,2,9,7,133.87,DB00361,Drug,
LEVONORGESTREL,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,-0.6078313500026775,23,26,3,1,312.45300000000003,1,4,1,37.3,DB00367,Drug,
NOREPINEPHRINE,C1=CC(=C(C=C1C(CN)O)O)O,-3.4545263555278254,12,12,2,1,169.18,4,1,2,86.71000000000001,DB00368,Drug,
INDOMETHACIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,-6.212281058258888,20,23,2,1,265.35999999999996,0,4,0,19.37,DB00370,Drug,
DYDROGESTERONE,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,-6.0151212264274365,23,26,2,1,312.45300000000015,0,4,1,34.14,DB00378,Drug,
MEXILETINE,CC1=C(C(=CC=C1)C)OCC(C)N,-5.536794083228519,13,13,2,1,179.26299999999995,1,1,3,35.25,DB00379,Drug,
RAZOXANE,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-4.120186404988282,19,20,2,1,268.27299999999997,2,2,3,98.82,DB00380,Drug,
AMLEXANOX,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,-4.263883845144148,28,29,3,1,408.88200000000035,2,2,8,99.88,DB00381,Drug,
AMLODIPINE,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,-6.925252988810687,28,29,3,1,408.88200000000035,2,2,8,99.88,DB00381,Drug,
TACRINE,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,-1.3603790184197635,15,17,2,1,198.26899999999995,1,3,0,38.91,DB00382,Drug,
PHENYLEPHRINE,CNCC(C1=CC(=CC=C1)O)O,-1.7329055843445325,12,12,2,1,167.208,3,1,3,52.489999999999995,DB00388,Drug,
APIGENIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-6.516920511749814,55,62,2,1,780.9490000000003,6,8,7,203.06,DB00390,Drug,
DIGOXIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-5.408817002641738,55,62,2,1,780.9490000000003,6,8,7,203.06,DB00390,Drug,
NIMODIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,1.93883776124472,30,31,3,1,418.44600000000025,1,2,8,117.0,DB00393,Drug,
BECLOMETHASONE,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,-1.7021778045567473,36,39,2,1,521.0500000000003,1,4,6,106.97,DB00394,Drug,
PROGESTERONE,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-0.9245325878902282,23,26,2,1,314.4690000000001,0,4,1,34.14,DB00396,Drug,
SORAFENIB,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,-6.87725712251983,32,34,3,1,464.83100000000013,3,3,5,92.35,DB00398,Drug,
ZOLEDRONIC ACID,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,-6.543799158646303,16,16,3,1,272.09,5,1,4,153.10999999999999,DB00399,Drug,
GRISEOFULVIN,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-6.02261546264362,24,26,3,1,352.77000000000004,0,3,3,71.06000000000002,DB00400,Drug,
CERULETIDE,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O,-0.03832109534259409,94,98,3,1,1352.426000000001,17,5,38,551.3999999999999,DB00403,Drug,
ALPRAZOLAM,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.4846966556009509,22,25,3,1,308.772,0,4,1,43.07,DB00404,Drug,
CERTOPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-6.224182307850979,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB00407,Drug,
DALTEPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,0.9445342354216386,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB00407,Drug,
HEPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-5.674491156205003,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB00407,Drug,
"HEPARIN, LOW-MOLECULAR-WEIGHT",CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-2.190030482376276,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB00407,Drug,
CERTOPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,0.8335383093273627,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB01225,Drug,
DALTEPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-3.8007878253188454,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB01225,Drug,
HEPARIN,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-1.5003818943693403,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB01225,Drug,
"HEPARIN, LOW-MOLECULAR-WEIGHT",CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,-1.8041175811284136,70,73,2,1,1134.934000000001,15,4,21,610.4900000000001,DB01225,Drug,
CARBACHOL,C[N+](C)(C)CCOC(=N)[O-].Cl,-2.636978546076284,11,9,2,0,182.651,1,0,3,56.14,DB00411,Drug,
ROSIGLITAZONE,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,-1.5985613701339432,25,27,3,1,357.435,1,3,7,71.53,DB00412,Drug,
AMPICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,-2.1776688193468905,24,26,3,1,349.4120000000001,3,3,4,112.73,DB00415,Drug,
PENICILLIN V,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,1.4419811139378051,24,26,3,1,350.3960000000001,2,3,5,95.94000000000001,DB00417,Drug,
SPIRONOLACTONE,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,-3.5758260134758197,29,33,2,1,416.5830000000003,0,5,1,60.44,DB00421,Drug,
METHYLPHENIDATE,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,-3.5817512387954236,17,18,3,1,233.31100000000004,1,2,3,38.33,DB00422,Drug,
ATROPINE,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0.10728364562871384,21,23,3,1,289.375,1,3,4,49.769999999999996,DB00424,Drug,
TRIPROLIDINE,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,-3.4967419237087953,21,23,3,1,278.39899999999994,0,3,4,16.130000000000003,DB00427,Drug,
STREPTOZOCIN,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,-5.271612271277002,18,18,2,1,265.222,5,1,3,151.92000000000002,DB00428,Drug,
HEXACHLOROCYCLOHEXANE,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,-4.14537872750921,12,12,1,1,290.832,0,1,0,0.0,DB00431,Drug,
NITRIC OXIDE,[N]=O,-3.138209334716641,2,1,1,1,30.006,0,0,0,39.370000000000005,DB00435,Drug,
CERIVASTATIN,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,-0.47101577155949315,33,34,3,1,459.5580000000001,3,2,11,99.88000000000001,DB00439,Drug,
TRIMETHOPRIM,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,-3.541404784175141,21,22,2,1,290.32300000000004,2,2,5,105.50999999999999,DB00440,Drug,
GEMCITABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,-6.578267060671693,18,19,3,1,263.2,3,2,2,110.60000000000001,DB00441,Drug,
BETAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,-2.9722305267713285,28,31,2,1,392.4670000000001,3,4,2,94.83000000000001,DB00443,Drug,
BETAMETHASONE VALERATE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0.18095347057816102,28,31,2,1,392.4670000000001,3,4,2,94.83000000000001,DB00443,Drug,
DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,-2.4353171510985696,28,31,2,1,392.4670000000001,3,4,2,94.83000000000001,DB00443,Drug,
DOXORUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-2.746363371359134,39,43,3,1,543.5250000000003,6,5,5,206.07,DB00445,Drug,
EPIRUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-5.654467508251708,39,43,3,1,543.5250000000003,6,5,5,206.07,DB00445,Drug,
LANSOPRAZOLE,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,-0.25719243238136613,25,27,3,1,369.36800000000005,1,3,5,67.87,DB00448,Drug,
THYROXINE,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,-6.4391406277976015,24,25,3,1,776.872,3,2,5,92.78,DB00451,Drug,
NEOMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,-5.7217708947629085,42,45,1,1,614.6500000000002,13,4,9,353.10999999999996,DB00452,Drug,
NEOMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,-3.6164258039401163,42,45,1,1,614.6500000000002,13,4,9,353.10999999999996,DB00994,Drug,
PRAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,-3.0282376351828004,28,31,3,1,383.4080000000001,1,4,4,106.95000000000002,DB00457,Drug,
IMIPRAMINE,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,-4.017288068045639,21,23,2,1,280.415,0,3,4,6.48,DB00458,Drug,
VERTEPORFIN,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,-5.746246143436553,53,58,3,1,718.807,3,6,9,173.56,DB00460,Drug,
KETOROLAC,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,-2.7391062755460345,19,21,3,1,255.273,1,3,3,59.3,DB00465,Drug,
QUININE,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,0.9488080154122658,24,27,3,1,324.4240000000001,1,5,4,45.59,DB00468,Drug,
DRONABINOL,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,-5.413758338787689,23,25,3,1,314.46900000000005,1,3,4,29.46,DB00470,Drug,
MONTELUKAST,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,-0.08816802145190383,41,45,3,1,586.1970000000003,2,5,12,70.42,DB00471,Drug,
FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,-5.1313068531110115,22,23,2,1,309.33099999999996,1,2,6,21.259999999999998,DB00472,Drug,
CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,-2.336702312091446,21,23,2,1,318.87300000000005,0,3,4,6.48,DB00477,Drug,
LENALIDOMIDE,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,-3.844314961803258,19,21,3,1,259.265,2,3,1,92.5,DB00480,Drug,
RALOXIFENE HYDROCHLORIDE,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,-0.8157981538760781,34,38,3,1,473.59400000000016,2,5,7,70.0,DB00481,Drug,
CELECOXIB,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,-0.9295861654539816,26,28,3,1,381.3790000000001,1,3,3,77.98,DB00482,Drug,
BRIMONIDINE TARTRATE,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,-3.2944081361279167,17,19,3,1,292.14,2,3,1,62.2,DB00484,Drug,
DICLOXACILLIN,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,-2.5517312423346095,30,33,3,1,470.3340000000002,2,4,4,112.74,DB00485,Drug,
MIGLITOL,C1C(C(C(C(N1CCO)CO)O)O)O,-6.349219301028133,14,14,1,1,207.226,5,1,3,104.39000000000001,DB00491,Drug,
FOSINOPRIL,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,-3.325177682545685,39,41,3,1,563.672,1,3,14,110.21,DB00492,Drug,
CEFOTAXIME,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,-4.103502407644857,30,32,3,1,455.4740000000002,3,3,7,173.51,DB00493,Drug,
ZIDOVUDINE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],-3.9512784616104524,19,20,3,1,267.245,2,2,3,133.08,DB00495,Drug,
FLUTAMIDE,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,-3.2163371262662137,19,19,3,1,276.21399999999994,1,1,3,72.24,DB00499,Drug,
METHOXYCHLOR,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,-0.1806028971996314,19,19,3,1,276.21399999999994,1,1,3,72.24,DB00499,Drug,
CILOSTAZOL,CC1=C(N=CN1)CSCCNC(=NC)NC#N,-5.518921741556321,17,17,4,1,252.347,3,1,5,88.88999999999999,DB00501,Drug,
CIMETIDINE,CC1=C(N=CN1)CSCCNC(=NC)NC#N,-5.927175656750139,17,17,4,1,252.347,3,1,5,88.88999999999999,DB00501,Drug,
HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.843535238790171,26,28,3,1,375.87100000000004,1,3,6,40.54,DB00502,Drug,
RITONAVIR,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,-3.6273388419401003,50,53,3,1,720.9620000000002,4,4,17,145.78,DB00503,Drug,
VANCOMYCIN,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,-1.425279173429879,101,110,3,1,1449.2710000000004,19,12,13,530.4899999999999,DB00512,Drug,
DEXTROMETHORPHAN,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,-1.4607740804241738,20,23,2,1,271.40400000000005,0,4,1,12.47,DB00514,Drug,
CISPLATIN,[NH2-].[NH2-].[Cl-].[Cl-].[Pt+4],-6.431230984814741,5,0,0,0,298.03,0,0,0,67.0,DB00515,Drug,
ALBENDAZOLE,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,-2.7709171490566433,18,19,3,1,265.338,2,2,4,67.01,DB00518,Drug,
INDOLAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,-4.37879464497524,31,33,3,1,430.54500000000036,2,3,9,95.94000000000001,DB00519,Drug,
TRANDOLAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,-0.9382919442349289,31,33,3,1,430.54500000000036,2,3,9,95.94000000000001,DB00519,Drug,
ALITRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-4.26037395101801,22,22,2,1,300.44200000000006,1,1,5,37.3,DB00523,Drug,
TRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-2.595766756367696,22,22,2,1,300.44200000000006,1,1,5,37.3,DB00523,Drug,
OXALIPLATIN,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4],-6.443418337539111,15,13,2,0,395.272,0,1,0,127.86000000000001,DB00526,Drug,
ERLOTINIB HYDROCHLORIDE,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,1.0729699554613177,29,31,3,1,393.4430000000002,1,3,10,74.73,DB00530,Drug,
CYCLOPHOSPHAMIDE,C1CNP(=O)(OC1)N(CCCl)CCCl,-5.40799571563109,14,14,2,1,261.08899999999994,1,1,5,41.57,DB00531,Drug,
ROFECOXIB,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,-4.708363817303178,22,24,3,1,314.36199999999997,0,3,3,60.44,DB00533,Drug,
CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,-6.950679491886953,24,27,3,1,331.34700000000004,2,4,3,74.57000000000001,DB00537,Drug,
CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,1.321183444251636,24,27,3,1,331.34700000000004,2,4,3,74.57000000000001,DB05488,Drug,
TOREMIFENE,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,-1.7918265452123352,29,31,3,1,405.96900000000005,0,3,9,12.47,DB00539,Drug,
NORTRIPTYLINE,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.024838483555023494,20,22,3,1,263.38399999999996,1,3,3,12.03,DB00540,Drug,
VINCRISTINE,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,0.12815138162052708,60,68,3,1,824.9720000000002,3,9,8,171.17000000000002,DB00541,Drug,
BENAZEPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,1.5640986291063737,31,33,3,1,424.49700000000024,2,3,9,95.94000000000001,DB00542,Drug,
FLUOROURACIL,C1=C(C(=O)NC(=O)N1)F,-1.8996799525458243,9,9,3,1,130.07799999999997,2,1,0,65.72,DB00544,Drug,
PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,-3.520405478912163,13,13,3,1,181.21499999999997,0,1,1,33.42,DB00545,Drug,
DESLORATADINE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,-6.618386492795797,27,30,2,1,376.46800000000013,2,4,2,74.60000000000001,DB00547,Drug,
ZAFIRLUKAST,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,-3.729374740508287,41,45,3,1,575.6870000000001,2,5,8,115.73000000000002,DB00549,Drug,
PROPYLTHIOURACIL,CCCC1=CC(=O)NC(=S)N1,-3.2201087217876623,11,11,3,1,170.237,2,1,2,48.65,DB00550,Drug,
ACETIC ACID,CC(=O)NO,-5.141379832165931,5,4,2,1,75.067,2,0,0,49.33,DB00551,Drug,
METHOXSALEN,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,-2.8261444057837144,16,18,3,1,216.19199999999998,0,3,1,52.58,DB00553,Drug,
LIDOCAINE,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,0.9941419410262187,23,25,3,1,331.353,2,3,2,99.60000000000001,DB00554,Drug,
PIROXICAM,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-5.103384155294449,23,25,3,1,331.353,2,3,2,99.60000000000001,DB00554,Drug,
HYDROXYZINE,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-1.2011450324952992,26,28,2,1,374.91200000000003,1,3,8,35.94,DB00557,Drug,
BOSENTAN,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,-1.7038781425065066,39,42,3,1,551.6250000000002,2,4,10,145.65,DB00559,Drug,
TIGECYCLINE,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,-1.1408917850151123,42,45,3,1,585.6580000000001,7,4,6,205.76000000000002,DB00560,Drug,
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,1.901757789879941,33,35,3,1,454.44700000000023,5,3,9,210.53999999999996,DB00563,Drug,
CAPTOPRIL,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,-5.750059100032621,18,20,3,1,236.27399999999997,1,3,0,46.33,DB00564,Drug,
CARBAMAZEPINE,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,0.5016366502471659,18,20,3,1,236.27399999999997,1,3,0,46.33,DB00564,Drug,
